name,website,schedule,latitude,longitude,address
Shirley's Farmers' Markets/CBE - (Summit Reno Farmers' Market),http://www.shirleysfarmersmarkets.com,06/06/2015 to 09/26/2015 Sat: 9:00 AM-2:00 PM;,-119.749399,39.406455,"13958 S. Virginia Street Reno, Nevada 89511"
Shirley's Farmers' Markets/CBE - (Summit Reno Farmers' Market),http://www.shirleysfarmersmarkets.com,06/06/2015 to 09/29/2015 Tue: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,-119.749319,39.406373,"13958 S. Virginia Street Reno, Nevada 89511"
Shore Bank (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,,-87.576,41.767,"Shore Bank Parking lot, 70th & Jeffery Chicago, Illinois 60602"
Shore Fresh Growers Farmers Markets,,May to November Sat:8:00 AM - 1:00 PM;,-75.596859,38.364878,"Rt 13 & Market St Salisbury, Maryland 21801"
Shore Fresh Growers Farmers Markets,,June to November Thu:3:00 PM - 6:00 PM;,-75.692582,38.203065,"Somerset Ave and Washington St Princess Anne, Maryland 21853"
Shoreview Farmers Market,http://www.shoreviewcommunitycenter.com,06/11/2013 to 10/22/2013 Tue: 3:00 PM-7:00 PM;,-93.1308,45.0803,"4580 Victoria Street North Shoreview, Minnesota 55126"
SHORTSVILLE - MANCHESTER FARMERS MARKET,,06/20/2013 to 09/19/2013 Thu: 4:00 PM-8:00 PM;,-77.22466,42.95859,"Water Street Shortsville, New York 14548"
Show Low Main Street Farmers' Market & Art Walk,http://www.ShowLowMainStreet.org,05/25/2013 to 09/28/2013 Sat: 9:00 AM-1:00 PM;,-110.031,34.25336,"1001 E. Duece of Clubs Show Low, Arizona 85901"
Shreveport Farmers' Market,http://www.shreveportfarmersmarket.com,05/31/2014 to 08/30/2014 Tue: 3:00 PM-6:00 PM;Sat: 7:00 AM-12:00 PM;,-93.744428,32.513164,"101 Crockett St. Shreveport, Louisiana 71101"
Shrewsbury Farmers Market,http://www.shrewsburyfarmersmarket.com,06/17/2015 to 09/30/2015 Wed: 2:00 PM-6:30 PM;,-71.682758,42.301766,"1000 Main St Shrewsbury, Massachusetts 1545"
Shull's Farmer and Gardener Co-op,http://www.shullsfarm.com,,-81.8588,36.3961,"4249 Roan Creek Road Mountain City, Tennessee 37683"
Sibley Farmers Market,,,-95.7503,43.4,"400 block of 9th Street Sibley, Iowa 51249"
Side Track Farmer's Market,http://www.sidetrackfarmersmarket.org/,07/02/2015 to 09/25/2015 Thu: 3:00 PM-7:00 PM;Fri: 3:00 PM-7:00 PM;,-76.172304,43.186252,"4975 State Route 31 Clay, New York 13041"
Sideling Hill Turnpike Plaza Farmers Market,,,-78.0158,40.0713,"Sideling Hill Turnpike Sevice Plaza Hustontown, Pennsylvania 17110"
Sidney Farmers' Market,http://www.ccedelaware.org,07/01/2014 to 09/30/2014 Tue: 10:00 AM-2:00 PM;,-75.3903,42.3142,"89 Main Street Sidney, New York 13838"
Sierra County Farmers' Market,http://www.sierracountyfarmersmarket.org,05/24/2014 to 11/01/2014 Sat: 8:30 AM-11:30 AM;,-107.248675,33.129283,"Riverside Drive between Cedar and Birch Truth or Consequences, New Mexico 87901"
Sierra Madre CFM,,,-118.053,34.1609,"S. Baldwin St. & Mariposa St. , California "
Sierra Vista Farmers Market,http://www.sierravistafarmersmarket.com,01/01/2014 to 12/31/2014 Thu: 10:00 AM-2:00 PM;,-110.2669631,31.5546505,"3105 E Fry Blvd Sierra Vista, Arizona 85635"
Signal Hill Farmers Market,http://www.stpaulfarmersmarket.com,,-93.083,44.9111,"Signal Hills Shopping Center West St. Paul, Minnesota "
Signal Mountain Farmers' Market,,01/01/2014 to 12/31/2014 Thu: 4:00 PM-6:00 PM;,-85.322198,35.163464,"2815 Anderson Pike Signal Mountain, Tennessee 37377"
Siler's Farm Market,http://www.localharvest.org/silers-farm-market-M57252,,-78.3512,42.6526,"1911 Rt 78 Java Center, New York 14082"
Siletz Valley Farmers Market,,05/20/2014 to 09/23/2014 Tue: 2:00 PM-6:00 PM;,-123.917872,44.72248,"162 S. Gaither St. Siletz, Oregon 97380"
Siloam Springs Farmers Market,http://siloamsprings.locallygrown.net,04/19/2014 to 10/25/2014 Tue: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,-94.542109,36.185765,"110 N. Mt. Olive Siloam Springs, Arkansas 72761"
Silver City Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,05/10/2014 to 10/25/2014 Sat: 8:30 AM-12:00 PM;,-108.2749054,32.7757505,"701 N. Main St Silver City, New Mexico "
Silver Creek Farmers Market,http://www.silvercreekfarmersmarket.com,,-95.6372,41.1126,"Centenial City Park on Main Street, along Wabash Trace Trail Silver City, Iowa 51571"
Silver Lake CFM,,01/01/2015 to 12/31/2015 Tue: 2:00 PM-7:30 PM;Sat: 8:00 AM-1:30 PM;,-118.277386,34.090541,"1500 Griffith Park Blvd Los Angeles, California 90026"
Silver Lake Farmer's Market & Family Fun Fair,http://www.silverlakelibrary.org/silver-lake-farmers-market/,05/12/2015 to Tue: 6:00 PM-8:00 PM;,-95.859428,39.10548,"203 Railroad Street Silver Lake, Kansas 66539"
Silver Spring FRESHFARM Market,http://www.freshfarmmarkets.org/farmers_markets/markets/silver_spring.php,January to December Sat:9:00 AM - 1:00 PM;,-77.02631,38.99603,"900 Ellsworth Drive Silver Spring, Maryland 20910"
Silver Springs Farmers Market,,05/17/2014 to 09/27/2014 Sat: 8:00 AM-11:00 AM;,-119.2676691,39.3826271,"3595 Ramsey Weeks at Spruce Silver Springs, Nevada 89403"
Silverdale Farmers Market,http://www.SilverdaleFarmersMarket.com,04/22/2014 to 09/30/2014 Tue: 10:00 AM-4:00 PM;,-122.695999,47.643302,"98383 Silverdale, Washington 98383"
Silverthorne Farmers Market,http://www.millerfarms.net,06/10/2014 to 09/30/2014 Tue: 10:00 AM-3:00 PM;,-106.074352,39.633002,"400 Blue River Parkway Silverthorne, Colorado 80498"
Silverton Farmers Market,http://www.silvertonfarmersmarket.org,"May 7, 2011 to October 15, 2011 Sat:9:00 am - 1:00 pm;",-122.784,45.0046,"Corner of Main and Fiske Silverton, Oregon 97381"
Silverton Market,http://www.silvertonmarket.com,January to December Tue:4:30 pm - 6:30 pm;,-122.762,44.9858,"201 Division St NE Silverton, Oregon 97381"
Simi Valley City Hall Certified Farmers' Market,,01/02/2015 to 12/25/2015 Fri: 11:00 AM-3:30 PM;,-118.718049,34.285484,"2757 Tapo Canyon Road Simi Valley, California 93063"
Simple Living Farmers Market,,04/26/2014 to 10/25/2014 Sat: 8:30 AM-11:30 PM;,-91.773553,43.525658," mabel, Minnesota 55954"
Simply Homegrown:  A Farmers' Market,http://www.simplyhomegrown.org,,-83.4006,34.8786,"74 N. Main Street Clayton, Georgia 30525"
Simpsonville Farmers Market,,,-82.2582,34.7365,"South St. & Curtis St. Simpsonville, South Carolina 29681"
SIMSBURY FARMERS’ MARKET,http://www.simsburyfarmmarket.com/,,-72.81,41.8616,"Simsmore Square Green, 540 Hopmeadow Street, Simsbury, Connecticut 6070"
Sioux City Farmers Market,http://www.farmersmarketsiouxcity.com,05/07/2014 to 10/29/2014 Wed: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,-96.408445,42.490552,"100 Pearl Street Sioux City, Iowa 51101"
Sistersville Farmers Market,,,-81.0001,39.5609,"Route 2 Sistersville  WV Sistersville, West Virginia 26175"
Sitka Farmers Market,http://www.sitkalocalfoodsnetwork.org/,07/04/2015 to 09/12/2015 Sat: 10:00 AM-1:00 PM;,-135.341062,57.050911,"235 Katlian Street Sitka, Alaska 99835"
Six Rivers Market,http://www.sixriversmarket.org,January to December Mon:0:00 pm - 5:00 pm;Wed:3:30 pm - 6:00 pm;Fri:7:00 am - 0:00 pm;,-116.555,48.274,"524 Church St. Sandpoint, Idaho 83864"
Skaneateles Farmers Market,http://www.townofskaneateles.com,05/15/2014 to 10/09/2014 Thu: 3:30 AM-6:30 PM;,-76.43034,42.95094,"1 East Austin Street Skaneateles, New York 13152"
Skeleton Key Farmers' Market,,06/07/2015 to 10/11/2015 Sun: 12:00 PM-3:00 PM;,-90.575034,41.506952,"520 18th Street Rock Island, Illinois 61201"
Skippack Farmers Market,http://www.skippackfarmersmarket.net,,-75.4045,40.2274,"4056 Skippack Pike Skippack, Pennsylvania 19474"
Skowhegan Farmers Market,http://www.skowheganfarmersmarket.com,05/03/2014 to 10/25/2014 Sat: 9:00 AM-1:00 PM;,-69.718514,44.767204,"42 Court street Skowhegan, Maine 4976"
SKY Farmers Market,http://www.skyfarmersmarket.com,04/05/2014 to 11/29/2014 Tue: 7:00 AM-1:00 PM;Sat: 7:00 AM-12:00 PM;,-86.427999,36.99808,"215 31W By-Pass Bowling Green, Kentucky 42102"
Skyway Farmers Market,http://www.skywaysolutions.org,,-122.244,47.4973,"11904 Renton Avenue South Seattle, Washington 98178"
Slate Belt Farmers Market,,,-75.0731,40.8551,"1566 Riner Road Mt. Bethel, Pennsylvania 18343"
Slayton Farmers Market,,,-95.7567,43.993,"Slayton Chamber of Commerce Slayton, Minnesota 56172"
Slippery Rock Community Farmers Market,,,-80.0303,41.0378,"111 Stoughton Beach Road (Rock Hill Park) Slippery Rock, Pennsylvania 16057"
Small Farms Network Butler County Market,http://www.sustainablecommunitiesozarks.org,07/01/2013 to 11/30/2013 Fri: 8:00 AM-3:00 PM;Sat: 3:00 PM-;,-90.4738729,36.6650922,"77 Ponder Stree Harviell, MO, Missouri 63954"
Smart Markets Bristow,http://www.smartmarkets.org,01/01/2014 to 12/31/2014 Sun: 10:30 AM-2:30 PM;,-77.5944539,38.7744892,"8301 Linton Hall Rd. Bristow, Virginia 20136"
Smart Markets Lorton,http://www.smartmarkets.org,05/01/2014 to 11/14/2014 Thu: 3:00 PM-7:00 PM;,-77.264032,38.717519,"8905 Ox Rd. Lorton, Virginia 22079"
Smart Markets Manassas Park,http://www.smartmarkets.org/our-markets.html#manassaspark,05/06/2014 to 11/18/2014 Tue: 3:00 PM-7:00 PM;,-77.4622484,38.7831535,"99 Adams Street Manassas Park, Virginia 20111"
Smart Markets Oakton,http://www.smartmarkets.org,01/01/2014 to 12/31/2014 Sat: 10:00 AM-2:00 PM;,-77.30214,38.88491,"2854 Hunter Mill Rd. Oakton, Virginia 22124"
Smart Markets Reston,http://www.smartmarkets.org,04/23/2014 to 11/19/2014 Wed: 3:00 PM-7:00 PM;,-77.3607874,38.9454335,"12001 Sunrise Valley Dr. Reston, Virginia 20191"
Smart Markets Springfield,http://www.smartmarkets.org,05/03/2014 to 11/15/2014 Sat: 10:00 AM-2:00 PM;,-77.1757469,38.7774161,"6417 Loisdale Rd. Springfield, Virginia 22150"
Smart Markets Tackett's Mill,http://www.smartmarkets.org,05/16/2014 to 11/14/2014 Fri: 3:00 PM-7:00 PM;,-77.2778856,38.6757237,"2228 Tacketts Mill Drive Woodbridge, Virginia 22192"
Smart Markets Tysons,http://www.smartmarkets.org,05/18/2014 to 11/16/2014 Sun: 10:00 AM-2:00 PM;,-77.23467,38.925581,"8400 Westpark Dr. McLean, Virginia 22012"
Smith County Farmer' Market,http://www.postrock.ksu.edu,07/01/2014 to 09/01/2014 Sat: 8:00 AM-12:00 PM;,-98.7854843,39.7851363,"122 W. Highway 36 Smith Center, Kansas 66967"
Smith County Farmers Market,,,-85.9461859,36.2233523,"110 Ag. Center lane Carthage, Tennessee 37030"
Smith County Fruit & Vegetable Association F M,,,-85.9491,36.2372,"Smith County Tobacco Warehouse South Cathage, Tennessee 37030"
Smithfield Farmers Market,http://www.smithfieldfarmersmarket.org/,04/06/2014 to 10/25/2014 Sun: 9:00 AM-12:00 PM;,-76.631282,36.981723,"319B Main Street Smithfield, Virginia 23430"
Smithfield Farmers Market,http://www.smithfield-nc.com/farmersmarket,April to August Fri:9:00 AM - 1:00 PM;Sat:9:00 AM - 1:00 PM;,-78.345212,35.510483,"350 E. Market Street Smithfield, North Carolina 27577"
Smyrna Farmers Market,,,-86.5236,35.9822,"108 David Collins Drive Smyrna, Tennessee "
SMYRNA FARMERS' MARKET,,06/12/2014 to 08/28/2014 Thu: 4:00 PM-7:00 PM;,-75.6050832,39.2995415,"7 West South Street Smyrna, Delaware 19977"
Smyrna Fresh Market,,05/03/2014 to 09/27/2014 Sat: 8:00 AM-12:00 PM;,-84.515507,33.883265,"1275 Church Street Smyrna, GA, Georgia 30080"
Snellville Farmers Market,http://www.snellvillefarmersmarket.com,06/06/2015 to Sat: 8:30 AM-12:30 PM;,-84.016057,33.8580211,"2342 Oak Road Snellville, Georgia 30078"
Snohomish Farmers Market,http://www.snohomishfarmersmarket.com,05/07/2015 to 09/24/2015 Thu: 3:00 PM-7:00 PM;,-122.0917196,47.9116429,"Cedar Ave and Pearl St Snohomish, Washington 98290"
Snow Hill Farmers Market,http://www.snowhillmd.com/index.cfm,05/01/2014 to 09/25/2014 Thu: 12:00 PM-5:00 PM;,-75.394638,38.17685,"210 W. Green Street Snow Hill, Maryland 21863"
Socorro Farmers' Market - Indoor,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,11/01/2014 to 12/27/2014 Tue: 5:00 PM-7:00 PM;Sat: 9:00 AM-11:00 AM;,-106.892709,34.053298,"Center St Socorro, New Mexico "
Socorro Farmers' Market - Outdoor,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,06/03/2014 to 10/28/2014 Tue: 5:00 PM-7:00 PM;Sat: 9:00 AM-11:00 AM;,-106.89307,34.057208,"Plaza Socorro, New Mexico "
Socrates Sculpture Park Greenmarket,http://www.grownyc.org,06/01/2013 to 11/23/2013 Sat: 8:00 AM-4:00 PM;,-73.9359467,40.7675924,"Vernon Blvd & Broadway Queens, New York 11106"
Soda Springs Farmers Market,,January to December Wed:3:00 pm - 6:00 pm;,-111.605,42.6546,"City Park Soda Springs, Idaho 83276"
Sodus Farmers' Market,http://sutmc.org/?page_id=552,06/10/2015 to 10/07/2015 Wed: 2:30 PM-6:00 PM;,-77.065859,43.236237,"58 W. Main Street Sodus, New York 14551"
SoKy Marketplace,,04/04/2015 to 11/28/2015 Tue: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,-86.438445,36.997292,"7th and Center Street Bowling Green, Kentucky 42102"
SOL Community Farmers' Market,http://www.solcommunityfarmersmarket.com,05/04/2014 to 11/30/2014 Sun: 9:00 AM-1:00 PM;,-120.7917547,38.7303444,"681 Main Street Placerville, California 95667"
Solana Beach Farmers Market,http://www.solanabeachfarmersmarket.com,01/01/2014 to 12/31/2014 Sun: 12:00 PM-5:00 PM;,-117.269204,32.987194,"444 South Cedros Avenue Solana Beach, California 92075"
Soldotna Wednesday Market,,,-151.058,60.4843,"Soldotna Creek Park, behind Don Jose’s Soldotna, Alaska 99669"
Soledad FM,,,-121.33,36.4275,"Encinal St. & Front St. Soledad, California "
Solon  Market,,06/06/2015 to 10/31/2015 Sat: 9:00 AM-1:00 PM;,-85.611199,43.241002,"15185 Algoma Road (at Wiersma Rd.) Cedar Springs, Michigan 49319"
SOLON FARMERS MARKET,,,-91.836,46.3485,"Bus. Hwy. 53 and Main St. Solon Springs, Wisconsin "
Solon Springs Family Fun Days Farmers' Market,,January to December Fri:10:00 AM - 4:00 PM;,-91.8224113,46.3532743,"Bus. Hwy. 53 Solon Springs, Wisconsin 54873"
Solvang CFM,http://www.sbfarmersmarket.org,,-120.14,34.595,"Copenhagen Dr. & 1st St. Solvang, California 93101"
SOMERS FARMERS’ MARKET,,,-72.4442,41.9856,"Corner of Main Street and Battle Street Somers, Connecticut "
Somerset County Farmers' Market Inc.,http://www.somersetcountyfarmersmarket.com,05/24/2014 to 11/22/2014 Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,-79.0758065,40.0214849,"800 Georgian Place dr Somerset, Pennsylvania 15501"
Somerset Farmers Market,,,-84.5215,36.9267,"4150 South Highway 27, Somerset Mall Parking Lot Somerset, Kentucky 42501"
Somersville CFM,,,-121.842,38.0033," Somersville, California "
Somerville Farmers Market,http://www.findsomerville.com,,-74.6102,40.5677,"Grove and East Main Streets Somerville, New Jersey "
Somerville Mobile Farmers Market,,06/19/2014 to 11/01/2014 Thu: 1:00 PM-7:00 PM;Sat: 1:00 PM-4:00 PM;,-71.0994968,42.3875968," Somerville, Massachusetts "
Somerville Winter Farmers' Market,,,-71.1059,42.3895,"191 Highland Ave. Somerville, Massachusetts 2145"
Somerville/Davis Square,http://www.massfarmersmarkets.org,05/21/2014 to 11/26/2014 Wed: 12:00 PM-6:00 PM;,-71.123214,42.395415,"Day & Herbert Sts. Somerville, Massachusetts 2452"
Sonoita Growers Market,http://www.diamondjk.com,,-110.656,31.6844,"Diamond JK Nursery Sonoita, Arizona 85637"
Sonoma Friday CFM,,,-122.475,38.2953,"Depot Museum parking lot Donoma, California 95409"
Sonora's Certified Farmers'Market,http://www.sonoraca.com,05/18/2013 to 10/19/2013 Sat: 7:30 AM-11:30 PM;,-120.381403,37.983631,"94 N. Washington Street Sonora, California 95370"
Soulard Farmers Market,http://www.soulardmarketstl.com,01/01/2015 to 12/31/2015 Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 6:00 AM-5:00 PM;,-90.201066,38.610777,"730 Carroll St (at 7th St.) in St Louis MO St Louis, Missouri "
Soulard Farmers Market,,01/01/2015 to 12/31/2015 Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 7:00 AM-5:30 PM;,-90.200076,38.610411,"730 Carroll Street St.Louis, Missouri 63104"
South Anchorage Farmers' Market,http://www.southanchoragefarmersmarket.com/,07/10/2013 to 09/25/2013 Wed: 10:00 AM-4:00 PM;,-149.865468,61.142479,"Behind the Dimond Center, in front of the Dimond Center Hotel Anchorage, Alaska "
South Anchorage Farmers' Market,http://www.southanchoragefarmersmarket.com/,05/11/2013 to 10/12/2013 Sun: 9:00 AM-2:00 PM;,-149.860532,61.119905,"Subway/Cellular One Sports Centre at the corner of Old Seward and O'Malley Anchorage, Alaska "
South Austin Farmers Market,http://www.southaustinfarmersmarket.com,,-97.7579,30.2334,"2910 S. Congress Austin, Texas 78745"
South Bend Farmers Market,,,-86.2098,41.6746,"1105 Northside Blvd. South Bend, Indiana 46615"
South Berkeley Farmers' Market,http://www.ecologycenter.org/fm,01/01/2013 to 12/31/2013 Tue: 2:00 PM-6:30 PM;,-122.271946,37.847535,"Adeline Street at 63rd Street Berkeley, California 94702"
SOUTH BOSTON FARMER'S MARKET,,06/09/2014 to 10/27/2014 Mon: 12:00 PM-6:00 PM;,-71.046739,42.336334,"446 West Broadway South Boston, Massachusetts 2127"
South Bronx Community Farmers Market,,,-73.9141,40.8123,"E. 146th Street & St. AnnNULLs Ave. , New York "
South Burlington Farmers Market,http://www.commonroots.org/programs/market.php,06/01/2014 to 10/12/2014 Sun: 10:00 AM-2:00 PM;,-73.178481,44.455359,"550 Dorset Street South Burlington, Vermont 5407"
South Carolina State Farmers Market,,January to December Mon:4:00 AM - 6:00 PM;Tue:4:00 AM - 6:00 PM;Wed:4:00 AM - 6:00 PM;Thu:4:00 AM - 6:00 PM;Fri:4:00 AM - 6:00 PM;Sat:4:00 AM - 6:00 PM;sun:12:00 PM - 6:00 PM;,-81.064382,33.902728,"208-A Wholesale Lane West Columbia, South Carolina 29172"
South Chicago Farmers Market at Chief Nomo Oasis,,,-87.5591,41.7448,"2650 E 83rd St Chicago, Illinois 60617"
South Dayton Farmers' Market,,06/20/2015 to 10/17/2015 Sat: 9:00 AM-1:00 PM;,-79.048874,42.360735,"Rt 322 South Dayton, New York 14129"
South Durham Farmers' Market,http://www.southdurhamfarmersmarket.org,04/04/2015 to 10/31/2015 Sat: 8:00 AM-12:00 PM;,-78.896556,35.889293,"5410 NC Highway 55 Durham, North Carolina 27713"
South East Area Farmers' Market,http://www.oktjustice.org/farmers-market/,Fri: 3:00 PM-7:00 PM;,-85.659542,42.927457,"334 Burton St, SE Grand Rapids, Michigan 49507"
South East Area Farmers' Market,http://www.oktjustice.org/farmers-market/,06/21/2014 to 11/01/2014 Sat: 11:00 AM-3:00 PM;,-85.6591793,42.9471993,"851 Madison, SE   Grand Rapids, Michigan 49507"
South East Erie Farmers Market,,,-80.0498,42.1085,"East 38th Street and Pine Avenue Erie, Pennsylvania 16504"
South Fork Farmers Market,http://www.sffarmersmarket.org,,-106.64,37.67,"Junction Routes 160 & 149 South Fork, Colorado 81154"
South Gate Farmers Market,http://www.goodveg.org,01/01/2014 to 12/31/2014 Mon: 10:00 AM-3:00 PM;,-118.184745,33.942098,"4855 Tweedy Blvd South Gate, California 90280"
South Glens Falls Farmers Market,,,-73.6337,43.3031,"Spring Street South Glens Falls, New York 12803"
South Hadley Farmers' Market,http://www.shfarmersmarket.com,06/05/2014 to 10/09/2014 Thu: 1:00 PM-6:00 PM;,-72.575386,42.259051,"College Street and Rt. 116 South Hadley, MA, Massachusetts 1075"
South Hampton Farmers' Market,http://www.sohafarmersmarket.com,,-90.2844,38.586,"Hwy 40 or 44 to South Hampton. East on Chippewa, south on Macklind. Corner of Nottingham and Macklind in the heart of Macklind Ave Business District. St. Louis, Missouri "
South Haven Farmers Market,http://www.southhavenfarmersmarket.com,,-86.2723,42.4019,"Huron Street South, Michigan 49090"
South Hill Farmers Market,http://www.southhillva.org,04/05/2014 to 10/25/2014 Sat: 8:00 AM-12:00 PM;,-78.1301422,36.7244013,"105 W. Danville Street South Hill, Virginia 23970"
South Holland's Town Center Market Place,http://www.southholland.org/community/community-events/town-center-marketplace/,06/27/2015 to 10/03/2015 Sat: 9:00 AM-2:00 PM;,-87.6069894,41.6008681," South Holland, Illinois 60473"
South Jordan Farmers Market,http://www.southjordanfarmersmarket.com,08/02/2014 to 10/25/2014 Sat: 8:00 AM-2:00 PM;,-111.936023,40.558205,"South Jordan Towne Center Drive (1600 W. & Redwood Rd.) South Jordan, Utah 84095"
South Kearney Farmers' Market,,06/10/2014 to 10/14/2014 Tue: 4:30 PM-7:00 PM;,-99.085916,40.683063,"910 3rd AV Kearney, Nebraska 68847"
South Kona Fruit Stand,,,-155.88,19.4139,"84-4770 Mamalahoa Hwy., Near old Higashi Store Captain Cook, Hawaii 96704"
South Lake Tahoe Tuesday Farmers Market,http://www.eldoradofarmersmarket.com,06/03/2014 to 10/14/2014 Tue: 8:00 AM-1:00 PM;,-119.979964,38.929445,"American Legion Hall (Hwy 50) South Lake Tahoe, California 96150"
South Lake Union Market Featuring Pike Place Market Express,http://www.PikePlaceMarket.org,06/20/2013 to 10/31/2013 Thu: 10:00 AM-2:00 PM;,-122.336775,47.62246,"410 Terry Ave N Seattle, Washington 98109"
South Lansing Farmers Market,http://southlansing.org,06/04/2015 to 10/29/2015 Thu: 3:00 PM-7:00 PM;,-84.563087,42.7148921,"800 west Barnes Avenue Lansing, Michigan 48910"
South Lyon Farmer Market,http://www.downtownsouthlyon.org/1/316/farmers_market.asp,05/02/2015 to 10/24/2015 Sat: 9:00 AM-2:00 PM;,-83.651609,42.459776,"335 S. Warren South Lyon, Michigan 48178"
South Madison Farmers Market,,May to October Tue:2:00 PM - 6:00 PM;sun:11:00 AM - 3:00 PM;,-89.3940207,43.0499927,"1601 Park St Madison, Wisconsin "
South Madison Farmers Market,http://www.southmadisonfarmersmarket.com,June to October Mon:2:00 PM - 6:00 PM;,-89.37923,43.03596,"2520 Rimrock Rd Madison, Wisconsin "
South Maple Street Farmers Market,http://www.stonesthoreau.com,06/11/2014 to 12/17/2014 Wed: 5:00 PM-7:00 PM;,-97.813151,40.310193,"103 South Maple Avenue Davenport, Nebraska 68335"
South Memphis Farmers Market,http://www.somefm.org,05/07/2015 to 11/24/2015 Thu: 9:00 AM-1:00 PM;,-90.03382,35.10873,"1400 Mississippi Blvd Memphis, Tennessee 38106"
South Milford Farmers Market,,05/24/2014 to 09/27/2014 Sat: 8:00 AM-12:00 PM;,-85.272441,41.5338,"7850 W. 750 S. South Milford, Indiana 46786"
South Milwaukee Downtown Market,http://www.smmarket.org,05/08/2014 to 10/09/2014 Thu: 3:00 PM-7:00 PM;,-87.862688,42.9107287,"11th and Milwaukee Avenues South Milwaukee, Wisconsin 53172"
South of Lake Farmers Market,http://www.iatp.org/minimarkets,,-93.2635,44.9322,"3901 Chicago Ave S Minneapolis, Minnesota "
South Padre Island Farmers Market,,Sun: 11:00 AM-1:00 PM;,-97.172023,26.147901,"8605 Padre Island Blvd. South Padre Island, Texas 78597"
South Pasadena Farmers Market,http://www.southpasadenafarmersmarket.org,03/14/2013 to 11/07/2013 Thu: 4:00 PM-8:00 PM;,-118.1572818,34.1147385,"Meridan Ave. and El Centro Street South Pasadena, California 91030"
South Pearl Street Farmers' Market,http://www.southpearlstreet.com,"May 20, 2012 to October 28, 2012 sun:9:00 AM - 1:00 PM;",-104.98047,39.688456,"1500 S. Pearl Street Denver, Colorado 80210"
South Perry Farmers' Market,http://www.thursdaymarket.org,May to October Thu:3:00 PM - 7:00 PM;,-117.39,47.6466,"924 South Perry St Spokane, Washington 99202"
South Perry Farmers' Market - Indoor,http://www.thursdaymarket.org,March to December Thu:3:00 PM - 6:00 PM;,-117.389817,47.646395,"915 S Perry St Spokane, Washington 99202"
South Riding Farmers Market,http://www.loudounfarms.org,,-77.5014,38.9558,"Town Green in front of Town Hall South Riding, Virginia 20152"
South Routt Community Market,http://www.townofoakcreek.com,07/06/2014 to 09/07/2014 Sun: 10:00 AM-2:00 PM;,-106.9602779,40.2764181,"Downtown Oak Creek Oak Creek, Colorado 80467"
South San Francisco Farmers Market,http://www.pcfma.com,May to October Sat:10:00 AM - 2:00 PM;,-122.427062,37.654732,"748 Tennis Dr South San Francisco, California 94080"
South Shore (Chicago) Farmers Market,,,-87.5763,41.7666,"7054 S Jeffery Blvd Chicago, Illinois 60649"
South Shore Farmers Market,http://www.southshorefarmersmarket.com,06/14/2014 to 10/11/2014 Sat: 8:00 AM-12:00 PM;,-87.882514,42.994023,"2900 South Shore Drive Bay View, Wisconsin 53207"
South Side Citiparks Farmers Market,,,-79.9805,40.4288,"18th and Carson Street Pittsburgh, Pennsylvania 15203"
South Side Farmers Market,http://www.Southsidefarmersmarket.com,04/04/2015 to 12/19/2015 Sat: 7:00 AM-1:00 PM;,-85.1302239,41.0548885,"3300 Warsaw St. Fort Wayne, Indiana 46807"
South Sioux Farmers Market,http://www.southsiouxfarmersmarket.com,06/02/2013 to 10/27/2013 Sun: 9:00 AM-2:00 PM;,-96.413237,42.475036,"Dakota Ave between 15th and 16th South Sioux City, Nebraska 68776"
South St. Joseph Farmers Market at the Junction,,05/16/2015 to 10/31/2015 Sat: 7:00 AM-12:00 PM;,-94.861654,39.721014,"Lake & Illinois Avenues St. Joseph, Missouri 64504"
South Street West Farmers Market,http://www.thefoodtruSt.org,,-75.1672,39.9439,"15th & South Streets Philadelphia, Pennsylvania 19107"
South Sumter Farmers Market,,,-80.3409,33.9082,"327 Manning Avenue Sumter, South Carolina 29151"
South Tacoma Farmers Market,http://www.tacomafarmersmarket.com,06/01/2014 to 09/28/2014 Sun: 11:00 AM-3:00 PM;,-122.4887657,47.1985559,"3873 S 66th St Tacoma, Washington 98409"
South Texas farmers Market,http://www.naegelinfarms.com,Tue: 9:00 AM-2:00 PM;,-98.328935,29.561429,"8101 Pat Booker Rd Live Oak, Texas "
South Texas farmers Market,http://www.naegelinfarms.com,Mon: 9:00 AM-2:00 PM;Fri: 9:00 AM-2:00 PM;,-98.490125,29.35565,"6708 South Flores San Antonio, Texas "
South Texas Farmers Market Association II,,,-98.5064,29.4252,"800 Buena Vista San Antonio, Texas 78207"
